NAME,AMOUNT__C,ASSISTANCE_TYPE__C,CATEGORY__C,DATE_PAID__C,EXPENSE_STATUS__C,EXT_HOUSEHOLD__C,VENDOR__C,EXTERNAL_ID__C
June 2021 Rent,300.0,,Housing,05/25/21,Paid,SHFS-TFC0000522307,Lenore Garden,a0z4N000007Fe5SQAS
January 2021 Rent,1100.0,,Housing,12/22/20,Paid,SHFS-TFC0000522307,Lenore Garden,a0z4N000007Fe5NQAS
January 2021 Nashville Electric Service- 1115646-0160836,175.0,,Housing,12/22/20,Paid,SHFS-TFC0000522307,Nashville Electric Service (NES),a0z4N000007Fe5MQAS
May 2021 Rent,500.0,,Housing,04/27/21,Paid,SHFS-TFC0000522307,Lenore Garden,a0z4N000007Fe5RQAS
February 2021 Rent,1100.0,,Housing,02/01/21,Paid,SHFS-TFC0000522307,Lenore Garden,a0z4N000007Fe5OQAS
December 2020 Rent,1100.0,,Housing,11/24/20,Paid,SHFS-TFC0000522307,Lenore Garden,a0z4N000007Fe5LQAS
ProRate Rent NOv 2020,660.0,,Housing,11/12/20,Paid,SHFS-TFC0000522307,Lenore Garden,a0z4N000007Fe50QAC
March 2021 Rent,900.0,,Housing,02/23/21,Paid,SHFS-TFC0000522307,Lenore Garden,a0z4N000007Fe5PQAS
December 2020 Nashville Electric Service- 1115646-0160836,175.0,,Housing,11/24/20,Paid,SHFS-TFC0000522307,Nashville Electric Service (NES),a0z4N000007Fe5KQAS
Application Fee 2 adults,50.0,,Housing,03/29/22,Paid,SHFS-TFC0000525749,The Park @ Richards Road,a0z4N000006gOajQAE
February 2022 Rent,1049.0,,Housing,02/01/22,Paid,SHFS-TFC0000525667,Hickory Lake Apartments,a0z4N000007zHYlQAM
App Fee,15.0,,Housing,09/08/21,Paid,SHFS-TFC0000525667,Hickory Lake Apts,a0z4N000007zGsjQAE
November 2021 Rent,1049.0,,Housing,10/28/21,Paid,SHFS-TFC0000525667,Hickory Lake Apartments,a0z4N000007zHYiQAM
October 2020 Rent,690.0,,Housing,09/29/20,Paid,SHFS-TFC0000522279,Willow Pointe Apartments,a0z4N000007FdOIQA0
November 2020 Rent,460.0,,Housing,10/27/20,Paid,SHFS-TFC0000522279,Willow Pointe Apartments,a0z4N000007FdOJQA0
March 2021 Rent,100.0,,Housing,02/23/21,Paid,SHFS-TFC0000522279,Willow Pointe Apartments,a0z4N000007FfQLQA0
November 2018 rent,300.0,,Housing,10/30/18,Paid,SHFS-TFC0000525282,Ridgeview Apartments,a0z610000044Nm7AAE
December 2018 rent,0.0,,Housing,12/01/18,Paid,SHFS-TFC0000525282,Ridgeview Apartments,a0z610000044QXDAA2
Birth Certificate (James Byrnes),26.5,,Other Assistance,04/06/21,Paid,SHFS-TFC0000522278,Vital Check,a0z4N000007oTIgQAM
Childcare,230.0,Childcare Expenses,,10/19/21,Paid,a0t4x0000021uPIAAY,Kindercare,a194x000002vON4AAM
Intown Suites (ck. #10919),351.99,Other,Housing,05/13/21,Paid,a0t4x0000021uPVAAY,,a0z4N000007oU5DQAU
Hotel,300.0,Hotel,Other Assistance,12/28/21,Paid,a0t4x0000022ImwAAE,Knights Inn,a194x000002vOklAAE
Intown Suites,396.82,Hotel,Other Assistance,06/24/21,Paid,a0t4x0000021uPLAAY,Intown Suites,a194x00000294zEAAQ
Hotel bill,359.54,Hotel,Other Assistance,08/12/21,Paid,a0t4x0000021uPQAAY,Intown Suites,a194x0000029eCIAAY
February 2021 Rent,200.0,,Housing,02/01/21,Paid,SHFS-TFC0000522279,Willow Pointe Apartments,a0z4N000007FfQGQA0
Intown Suites,409.54,Hotel,Other Assistance,07/01/21,Paid,a0t4x0000021uPQAAY,Intown Suites,a194x0000029CqtAAE
Childcare,230.0,Childcare Expenses,,10/05/21,Paid,a0t4x0000021yicAAA,Kindercare,a194x000002vOLqAAM
Hotel Stay 08/26-09/02,511.0,Hotel,Housing,08/25/21,Paid,a0t4x0000021uP9AAI,Uptown Suites,a194x0000029i1iAAA
Hotel Agreement,291.99,Hotel,Other Assistance,01/27/22,Paid,a0t4x0000021uPQAAY,Intown Suites,a194x000002vfmEAAQ
Childcare,395.0,Childcare Expenses,,01/27/22,Paid,a0t4x0000021yicAAA,KinderCare,a194x000002vfm4AAA
Tyana Canty Rent,230.0,Rental Arrears,Housing,,Planned,a094x0000062nDjAAI,,a1H4x000002xCtGEAU
Brittany McGee,664.0,Rent,Housing,,Planned,a094x0000064lsBAAQ,,a1H4x000002xCsQEAU
NES Utilities assistance,177.2,Utilities,Other Assistance,,Planned,a094x0000062dv8AAA,Nashville Electric Service,a1H4x000002ugTAEAY
Car Insurance Policy (Gift Card),270.2,Transportation,Employment,03/30/22,Paid,a1O4x000005vPSREA2,Trexis Insurance,a1e4x000000qv1LAAQ
Rent for (June 2021) CK#10976 Cason Ridge Apts. 1647 Cason LN #613,875.0,Rent,Housing,06/10/21,Paid,a0t4x0000021uPKAAY,,a0z4N000007oUWJQA2
Aesthetician Board Exam Fee,70.0,Other,,10/07/21,Paid,a0t4x000001V40zAAC,,a194x000001ssRAAAY
Second months rent,750.0,Rent,Housing,05/14/21,Paid,a1O4x000003Tv9FEAS,,a0z4N000007oU4oQAE
Hotel,290.0,Hotel,Other Assistance,10/07/21,Paid,a0t4x0000021ylvAAA,Rodeway Inn,a194x000002vOKJAA2
Rent Deposit (Conditional fee),500.0,Rent,Housing,09/29/21,Paid,a1O4x000003UJxlEAG,Eagles Crest at Jack Miller- Clarksville,a1e4x000000qiN6AAI
January Rent,300.0,,Housing,01/19/21,Paid,SHFS-TFC0000522279,Willow Pointe,a0z4N000007FfRJQA0
Rental Assistance,446.0,,Housing,06/22/20,Paid,SHFS-TFC0000522279,Willow Pointe Apartments,a0z4N000006iGm1QAE
January 2022 Rent,1049.0,,Housing,12/21/21,Paid,SHFS-TFC0000525667,Hickory Lake Apartments,a0z4N000007zHYkQAM
W Brown Portion of March 2022 Rent,400.0,,Housing,03/01/22,Paid,SHFS-TFC0000525667,Hickory Lake Apartments,a0z4N000007zJimQAE
April 2022 Rent,449.0,,Housing,03/29/22,Paid,SHFS-TFC0000525667,Hickory Lake Apartments,a0z4N000007zHYnQAM
Security Deposit,1049.0,,Housing,10/21/21,Paid,SHFS-TFC0000525667,Hickory Lake Apartments,a0z4N000007zHYOQA2
December 2021 Rent,1049.0,,Housing,11/23/21,Paid,SHFS-TFC0000525667,Hickory Lake Apartments,a0z4N000007zHYjQAM
Pro-Rated Oct. rent,372.13,,Housing,10/21/21,Paid,SHFS-TFC0000525667,Hickory Lake Apartments,a0z4N000007zHYTQA2
Past due balance_debt collection,1162.01,,Other Assistance,10/04/21,Paid,SHFS-TFC0000525667,Phoenix Recovery Group,a0z4N000007zHRHQA2
Deposit,1350.0,,Housing,11/19/21,Paid,SHFS-TFC0000525319,Uptown Flats,a0z4N000007zHzkQAE
In Kind items given to,324.0,,Other Assistance,07/31/20,Paid,SHFS-TFC0000522280,,a0z4N000007FdAzQAK
Kroger,25.0,,Other Assistance,07/13/20,Paid,SHFS-TFC0000522280,,a0z4N000007FdAyQAK
ESG Gas,25.0,,Other Assistance,06/11/20,Paid,SHFS-TFC0000522280,,a0z4N000006iHp6QAE
December 2020 Rent,460.0,,Housing,11/24/20,Paid,SHFS-TFC0000522279,Willow Pointe Apartments,a0z4N000007FdOKQA0
In Kind Items given - Mattress,634.0,,Other Assistance,06/29/20,Paid,SHFS-TFC0000522280,,a0z4N000006iHrkQAE
October Rent,767.0,,Housing,09/29/20,Paid,SHFS-TFC0000522280,Willow Pointe Apartments,a0z4N000006iGqMQAU
August Rent,872.0,,Housing,07/28/20,Paid,SHFS-TFC0000522280,Willow Pointe Apartments,a0z4N000006iGqKQAU
December Rent,256.0,,Housing,11/24/20,Paid,SHFS-TFC0000522280,Willow Pointe Apartments,a0z4N000006iGqOQAU
Deposit,300.0,,Housing,06/29/20,Paid,SHFS-TFC0000522280,Willow Pointe,a0z4N000006iGu6QAE
September Rent,672.0,,Housing,08/25/20,Paid,SHFS-TFC0000522280,Willow Pointe Apartments,a0z4N000006iGqLQAU
February 2021 Rent,150.0,,Housing,02/01/21,Paid,SHFS-TFC0000522280,Willow Pointe Apartments,a0z4N000007FeyCQAS
November Rent,511.0,,Housing,10/27/20,Paid,SHFS-TFC0000522280,Willow Pointe Apartments,a0z4N000006iGqNQAU
January Rent,300.0,,Housing,01/11/21,Paid,SHFS-TFC0000522280,Willow Pointe,a0z4N000007FezvQAC
August Nashville Electric Service- 1417710 0364807,131.0,,Housing,07/28/20,Paid,SHFS-TFC0000522280,Nashville Electric Service (NES),a0z4N000006iGqJQAU
NES Deposit,250.0,,Housing,06/25/20,Paid,SHFS-TFC0000522280,NES,a0z4N000006iGtwQAE
target cards,100.0,,Other Assistance,06/30/20,Paid,SHFS-TFC0000522279,,a0z4N000006iGxQQAU
June ProRate and July 2020 Rent,1090.18,,Housing,06/29/20,Paid,SHFS-TFC0000522280,Willow Pointe,a0z4N000006iGtlQAE
App Fee,35.0,,Housing,01/07/21,Paid,SHFS-TFC0000525173,Uptown Flats,a0z4N000007FexPQAS
In Kind Items given - Mattress,350.0,,Other Assistance,02/24/20,Paid,SHFS-TFC0000525131,,a0z4N000006iGsQQAU
Walmart,25.0,,Other Assistance,12/23/19,Paid,SHFS-TFC0000525131,,a0z4N000006iHqQQAU
July 2021 Rent,950.0,,Housing,06/29/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & MGMT,a0z4N000007oUX7QAM
October 2021 Rent,350.0,,Housing,09/28/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & MGMT,a0z4N000007oUXAQA2
Deposit,60.0,,Housing,05/28/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & Mgmt,a0z4N000007oUFYQA2
Rent,212.0,,Housing,08/20/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & MGMT,a0z4N000007zGffQAE
MDHA Arrears,485.89,,Housing,06/02/21,Paid,SHFS-TFC0000522141,Robinson Regan & Young,a0z4N000007oUJtQAM
August 2021 Rent,750.0,,Housing,07/27/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & MGMT,a0z4N000007oUX8QAM
Key deposit,10.0,,Housing,05/28/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & Mgmt,a0z4N000007oUFXQA2
NES power restore/light bill,145.03,,Housing,01/05/22,Paid,SHFS-TFC0000522141,Nashville Electric Service (NES),a0z4N000007zIjjQAE
Appliances,1092.0,,Housing,06/11/21,Paid,SHFS-TFC0000522141,Lowes,a0z4N000007oUYuQAM
December 2021 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000522141,1st Nashville Realty & MGMT,a0z4N000007oUXCQA2
Utility,252.25,,Housing,06/10/21,Paid,SHFS-TFC0000522141,NES,a0z4N000007oUWnQAM
Utility arrears,484.77,,Housing,06/10/21,Paid,SHFS-TFC0000522141,Metro Water,a0z4N000007oUWYQA2
Utility,135.5,,Housing,06/28/21,Paid,SHFS-TFC0000522141,Piedmont Gas,a0z4N000007oUn0QAE
Utility arrears,1326.15,,Housing,06/10/21,Paid,SHFS-TFC0000522141,NES,a0z4N000007oUWiQAM
Utility arrears,181.68,,Housing,08/19/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & MGMT,a0z4N000007zGfgQAE
Towing service for my client's van to a repair shop,90.0,,Other Assistance,02/16/22,Paid,SHFS-TFC0000522140,Dad's Towing Service,a0z4N000007zJb9QAE
Birth Certificates,30.69,,Other Assistance,03/07/22,Paid,SHFS-TFC0000522140,Lentz Public Health Department,a0z4N000007zK0JQAU
Baby formula,39.3,,Housing,03/22/22,Paid,SHFS-TFC0000522140,Kroger,a0z4N000006gO2yQAE
Medical Records,25.0,,Housing,03/23/22,Cancelled,SHFS-TFC0000522140,General Hospital,a0z4N000006gO3cQAE
Baby formula,42.48,,Housing,02/23/22,Paid,SHFS-TFC0000522140,Kroger,a0z4N000007zJgPQAU
Walmart gift card school clothes,50.0,,,03/23/22,Paid,SHFS-TFC0000525155,Walmart,a0z4N000006gOXKQA2
Clothing for school,50.0,,,08/09/21,Paid,SHFS-TFC0000525155,Walmart,a0z4N000007zGvaQAE
Application Fee Burning Tree,35.0,,Housing,11/05/21,Paid,SHFS-TFC0000525155,Burning Tree Apartments,a0z4N000007zHpLQAU
Deposit 1,750.0,,Housing,06/02/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & Mgmt,a0z4N000007oULCQA2
Deposit 2,200.0,,Housing,06/02/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & Mgmt,a0z4N000007oULVQA2
Key deposit,50.0,,Housing,06/02/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & Mgmt,a0z4N000007oULQQA2
June Rent,950.0,,Housing,06/02/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & Mgmt,a0z4N000007oULRQA2
May 2021 Rent,900.0,,Housing,04/27/21,Paid,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007oSsqQAE
November 2021 Rent,1020.0,,Housing,10/28/21,Paid,SHFS-TFC0000522142,Benny Skinner,a0z4N000007zH3VQAU
Rental deposit,1800.0,,Housing,09/17/21,Paid,SHFS-TFC0000522142,Benny Skinner,a0z4N000007zH31QAE
October Rent,300.0,,Housing,09/28/21,Paid,SHFS-TFC0000522142,Benny Skinner,a0z4N000007zH3QQAU
Double Deposit,1800.0,,Housing,03/08/21,Paid,SHFS-TFC0000522142,Benedict Realty,a0z4N000007oStPQAU
December 2021 Rent,720.0,,Housing,11/23/21,Paid,SHFS-TFC0000522142,Benny Skinner,a0z4N000007zH3RQAU
July and August Rental Arrears,544.0,,Housing,08/11/21,Paid,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007zGbeQAE
ProRate March and Last month rent,1538.71,,Housing,03/08/21,Paid,SHFS-TFC0000522142,Benedict Realty,a0z4N000007oStGQAU
January 2022 Rent,720.0,,Housing,12/21/21,Paid,SHFS-TFC0000522142,Benny Skinner,a0z4N000007zH3SQAU
1st month rent,1200.0,,Housing,09/17/21,Paid,SHFS-TFC0000522142,Benny Skinner,a0z4N000007zH36QAE
September 2021 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007oSsuQAE
Application Fee,35.0,,Housing,02/07/22,Paid,SHFS-TFC0000525155,Southwood Park Apartments,a0z4N000007zJLlQAM
July 2021 Rent_voucher picked up,-300.0,,Housing,06/29/21,Refund,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007oV6lQAE
Feb 2022 Rent *DID SEC 8 PICK UP?,0.0,,Housing,,Cancelled,SHFS-TFC0000522142,Benny Skinner,a0z4N000007zH3aQAE
Metro Water bill,321.16,,Housing,06/08/21,Paid,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007oUSrQAM
UtilityArrears,203.32,,Housing,03/08/21,Paid,SHFS-TFC0000522142,NES,a0z4N000007oStZQAU
NES bill,193.61,,Housing,06/08/21,Paid,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007oUT0QAM
Utility Deposit,252.25,,Housing,03/08/21,Paid,SHFS-TFC0000522142,NES,a0z4N000007oStUQAU
ID renewal,12.0,,Other Assistance,06/08/21,Paid,SHFS-TFC0000522141,TN Dept Safety and Homeland Security,a0z4N000007oUYpQAM
Food for family,12.92,,Other Assistance,06/17/21,Paid,SHFS-TFC0000522141,McDonalds,a0z4N000007oUkUQAU
2 birth certificates,30.0,,Other Assistance,05/28/21,Paid,SHFS-TFC0000522141,Vital Records,a0z4N000007oUJoQAM
birth certificate - Michigan,78.25,,Other Assistance,06/08/21,Paid,SHFS-TFC0000522141,Vital Records,a0z4N000007oUYkQAM
September 2021 Rent,550.0,,Housing,08/24/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & MGMT,a0z4N000007oUX9QAM
November 2021 Rent,150.0,,Housing,10/28/21,Paid,SHFS-TFC0000522141,1st Nashville Realty & MGMT,a0z4N000007oUXBQA2
August 2021 Rent_voucher kicked in,100.0,,Housing,,Cancelled,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007oSstQAE
April 2021 Rent,900.0,,Housing,03/30/21,Paid,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007oSspQAE
Deposit/prorated rent,1851.67,,Housing,03/09/22,Paid,SHFS-TFC0000525155,Southwood Park Apartments,a0z4N000007zK3lQAE
June 2022 Rent,663.0,,Housing,,Planned,SHFS-TFC0000525155,Southwood Park Apartments,a0z4N000007zK5UQAU
Child Care 1 week,230.0,,Other Assistance,08/17/21,Paid,SHFS-TFC0000522602,Trinity Child Care,a0z4N000007zGdwQAE
Daycare check for 1 week of tuition,230.0,,Other Assistance,03/28/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000006gOa0QAE
Child Care 3 weeks,690.0,,Other Assistance,08/30/21,Paid,SHFS-TFC0000522602,Trinity Child Care,a0z4N000007zGkAQAU
Daycare tution for 1 week,230.0,,Other Assistance,02/07/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zJMwQAM
Daycare tuition for 1 week,230.0,,Other Assistance,03/10/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zK6CQAU
Daycare tuition for 1 week,230.0,,Other Assistance,01/31/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zJBgQAM
Daycare tuition for 1 week,230.0,,Other Assistance,12/06/21,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zIG1QAM
Daycare tuition plus late fees,255.0,,Other Assistance,01/31/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zJBfQAM
Daycare tuition for 1 week (will be stopping payments on 3/11),230.0,,Other Assistance,02/25/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zJhdQAE
Daycare tuition for 1 week,230.0,,Other Assistance,01/03/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zIYCQA2
Daycare tuition so client can get paystubs for smart steps,250.0,,Other Assistance,03/23/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000006gO3XQAU
Daycare tuition for 1 week,230.0,,Other Assistance,02/11/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zJXWQA2
Daycare tuition so client can get paystubs for smart steps,230.0,,Other Assistance,03/30/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000006gObmQAE
Child Care 8/2 & 8/9 & $25 app fee,485.0,,Other Assistance,08/02/21,Paid,SHFS-TFC0000522602,Trinity Child Care,a0z4N000007zGYaQAM
Daycare for 2 weeks (1 week discounted 50%),345.0,,Other Assistance,01/10/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zIsOQAU
Child Care 1 week,230.0,,Other Assistance,08/23/21,Paid,SHFS-TFC0000522602,Trinity Child Care,a0z4N000007zGg4QAE
Daycare tuition for 1 week,230.0,,Other Assistance,03/07/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zJyBQAU
January 2022 Rent,400.0,,Housing,12/21/21,Paid,SHFS-TFC0000522602,Mountain Brook,a0z4N000007zGumQAE
December 2021 Rent,600.0,,Housing,11/23/21,Paid,SHFS-TFC0000522602,Mountain Brook,a0z4N000007zGulQAE
November 2021 Rent,800.0,,Housing,10/28/21,Paid,SHFS-TFC0000522602,Mountain Brook,a0z4N000007zGukQAE
Deposit to turn on gas utility,223.0,,Housing,11/18/21,Paid,SHFS-TFC0000522602,Piedmont Gas,a0z4N000007zHxrQAE
October 2021 Rent,1000.0,,Housing,09/28/21,Paid,SHFS-TFC0000522602,Mountain Brook,a0z4N000007zGujQAE
April 2022 Rent,1049.0,,Housing,03/29/22,Paid,a264p000002VgDfAAK,Willow Pointe Apartments,a0z4N000006gNwfQAE
4 weeks daycare,920.0,,Other Assistance,10/04/21,Paid,SHFS-TFC0000522602,Trinity Child Care,a0z4N000007zHSeQAM
Daycare tuition-3 weeks,690.0,,Other Assistance,12/13/21,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zILuQAM
2 weeks daycare,460.0,,Other Assistance,10/25/21,Paid,SHFS-TFC0000522602,Trinity Child Care,a0z4N000007zHcYQAU
daycare tuition for 1 week,230.0,,Other Assistance,02/22/22,Paid,SHFS-TFC0000522602,Trinity Childcare,a0z4N000007zJfKQAU
July 2022 Rent,463.0,,Housing,,Planned,SHFS-TFC0000525155,Southwood Park Apartments,a0z4N000007zK5VQAU
August 2022 Rent,263.0,,Housing,,Planned,SHFS-TFC0000525155,Southwood Park Apartments,a0z4N000007zK5WQAU
September 2022 Rent,0.0,,Housing,,Planned,SHFS-TFC0000525155,Southwood Park Apartments,a0z4N000007zK5XQAU
May 2022 Rent,863.0,,Housing,,Planned,SHFS-TFC0000525155,Southwood Park Apartments,a0z4N000007zK5TQAU
App Fee,50.0,,Housing,10/27/21,Paid,SHFS-TFC0000525155,Firemark Properties,a0z4N000007zHuvQAE
Utility Deposit,252.25,,Housing,03/08/22,Paid,SHFS-TFC0000525155,Nashville Electric Service (NES),a0z4N000007zK58QAE
Nitrous Oxide Monitoring,15.0,,Employment,,,SHFS-TFC0000525606,Dent-ED-Online,a0z4N000007zK1zQAE
CPR course,92.0,,Employment,03/08/22,Paid,SHFS-TFC0000525606,American Red Cross,a0z4N000007zK1pQAE
January 2022 Nashville Electric Service (NES)- 1248774-0357718,161.0,,Housing,12/21/21,Paid,SHFS-TFC0000525606,Nashville Electric Service (NES),a0z4N000007zIUBQA2
April 2022 Rent,1113.0,,Housing,03/29/22,Paid,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIUFQA2
March 2022 Rent,813.0,,Housing,02/22/22,Paid,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIUEQA2
April 2022 Rent,1063.0,,Housing,03/29/22,Paid,SHFS-TFC0000525155,Southwood Park Apartments,a0z4N000007zK5SQAU
Prorate,587.0,,Housing,12/17/21,Paid,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIU1QAM
Deposit,200.0,,Housing,11/29/21,Paid,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIv0QAE
February 2022 Rent,1213.0,,Housing,01/25/22,Paid,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIUDQA2
January 2022 Rent_stop payment_never received,1213.0,,Housing,,Cancelled,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIUCQA2
June 2022 Rent,483.0,,Housing,,Planned,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIUHQA2
July 2022 Rent**Has VOUCHER PICKED UP???***,483.0,,Housing,,Planned,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIUIQA2
May 2022 Rent,800.0,,Housing,,Planned,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIUGQA2
Rent,400.0,,Housing,03/07/22,Paid,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zJxIQAU
App Fee_ moved out of area,126.08,,Housing,11/18/21,Paid,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIvAQAU
App Fee_cancelled moved out of area_grant changed,126.08,,Housing,11/18/21,Cancelled,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIv5QAE
Deposit_cancelled moved out of area,-200.0,,Housing,,Cancelled,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zIuvQAE
Utility Deposit,773.14,,Housing,12/14/21,Paid,SHFS-TFC0000525606,Nashville Electric Service (NES),a0z4N000007zIPpQAM
Rent for January (check sent on 12/21 never delivered so we need to void it),1213.0,,Housing,01/11/22,Paid,SHFS-TFC0000525606,Waterview Apartments,a0z4N000007zItJQAU
Door Damages,442.32,,Housing,08/11/21,Paid,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007zGbjQAE
September Rent (tenant portion),182.0,,Housing,08/27/21,Paid,SHFS-TFC0000522142,WKCP Properties,a0z4N000007zGj3QAE
June 2021 Rent_additional payment,400.0,,Housing,05/25/21,Paid,SHFS-TFC0000522142,Wkcp Properties,a0z4N000007oUCaQAM
January 2019 rent,368.0,,Housing,12/27/18,Paid,SHFS-TFC0000522156,MVP Investors,a0z610000044NENAA2
Housing Deposit,1100.0,,Housing,06/25/18,Paid,SHFS-TFC0000522156,MVP Investors,a0z610000044NDUAA2
March 2019 rent,1100.0,,Housing,03/06/19,Paid,SHFS-TFC0000522156,MVP Investors,a0z61000003iQdoAAE
Aug 2018 rent,1100.0,,Housing,07/24/18,Paid,SHFS-TFC0000522156,MVP Investors,a0z610000044NDyAAM
NES deposit,252.25,,Housing,06/25/18,Paid,SHFS-TFC0000522156,MVP Investors,a0z610000044NDtAAM
Damages,469.75,,Housing,08/28/18,Paid,SHFS-TFC0000525168,,a0z610000044RMeAAM
NES payment,158.05,,Housing,09/07/18,Paid,SHFS-TFC0000525168,,a0z610000044RMZAA2
March 2018 rent,580.0,,Housing,03/06/18,Paid,SHFS-TFC0000525167,,a0z610000044NcWAAU
Hotel (covid),300.99,,Other Assistance,06/19/20,Paid,SHFS-TFC0000522155,Intown Suites: Nashville/Madison,a0z4N000006iGwVQAU
Water Arrears for Transfer of Service,135.0,,Housing,11/19/18,Paid,SHFS-TFC0000525163,,a0z610000044UD5AAM
Rental Damages after Move (Previous Rental),139.0,,Housing,11/08/18,Paid,SHFS-TFC0000525163,,a0z610000044UDFAA2
Donated Vehicle Initial Emissions and Reg,105.09,,Other Assistance,07/21/20,Paid,SHFS-TFC0000522269,TN Dept Revenue,a0z4N000007Fd4wQAC
Donated Vehicle  Registration for Client,96.6,,Other Assistance,09/10/20,Paid,SHFS-TFC0000522269,TN Dept Revenue,a0z4N000007FdMNQA0
3 one day bus passes,6.5,,Other Assistance,10/10/19,Paid,SHFS-TFC0000522269,,a0z4N000006iGtMQAU
1 one day bus passes,3.25,,Other Assistance,10/23/19,Paid,SHFS-TFC0000522269,,a0z4N000006iGtRQAU
In Kind items given to,14.0,,Other Assistance,06/30/20,Paid,SHFS-TFC0000522269,,a0z4N000006iHs8QAE
Hotel 9/1-9/8,245.0,,Other Assistance,09/01/20,Paid,SHFS-TFC0000525162,Hometowne Studios,a0z4N000007FdEJQA0
Hotel 9.8,35.0,,Other Assistance,09/08/20,Paid,SHFS-TFC0000525162,Hometowne Studios,a0z4N000007FdrUQAS
Hotel 8/26-9/1,210.0,,Other Assistance,08/26/20,Paid,SHFS-TFC0000525162,Hometowne Studios,a0z4N000007FdEKQA0
Kroger,25.0,,Other Assistance,09/01/20,Paid,SHFS-TFC0000525162,,a0z4N000007FeMOQA0
In Kind items given to,266.0,,Other Assistance,09/30/20,Paid,SHFS-TFC0000525162,,a0z4N000007FeMNQA0
Oil Change,0.0,,Other Assistance,,,SHFS-TFC0000522150,Walmart,a0z4N000007zJ00QAE
App Fee-,50.0,,Housing,12/08/21,Paid,SHFS-TFC0000522150,"T. Lewis Real Estate & Design, LLC",a0z4N000007zIJjQAM
December 2018 rent,551.0,,Housing,11/27/18,Paid,SHFS-TFC0000522156,MVP Investors,a0z610000044NEIAA2
February 2019 rent,185.0,,Housing,01/29/19,Paid,SHFS-TFC0000522156,MVP Investors,a0z610000044NESAA2
June 2018 prorated rent,183.0,,Housing,06/25/18,Paid,SHFS-TFC0000522156,MVP Investors,a0z610000044NDjAAM
November 2018 rent,734.0,,Housing,10/30/18,Paid,SHFS-TFC0000522156,MVP Investors,a0z610000044NEXAA2
October 2020 Rent,1128.0,,Housing,09/29/20,Paid,SHFS-TFC0000525173,Willow Pointe Apartments,a0z4N000007FdODQA0
Jan & Feb Rent 2021,1594.0,,Housing,01/25/21,Paid,SHFS-TFC0000525173,Uptown Flats,a0z4N000007FfWeQAK
Feb Rent 2021,930.0,,Housing,02/10/21,Paid,SHFS-TFC0000525173,Uptown Flats,a0z4N000007FfgbQAC
